nFrame,nS,nI,nZ,nT,nV,pZ,pI
666,5,0,4,20,7326,0.1,0.2
667,5,0,4,20,7337,0.1,0.2
668,5,0,4,20,7348,0.1,0.2
669,5,0,4,20,7359,0.1,0.2
670,5,0,4,20,7370,0.1,0.2
671,5,0,4,20,7381,0.1,0.2
672,5,0,4,20,7392,0.1,0.2
673,5,0,4,20,7403,0.1,0.2
674,5,0,4,20,7414,0.1,0.2
675,5,0,4,20,7425,0.1,0.2
676,5,0,4,20,7436,0.1,0.2
677,5,0,4,20,7447,0.1,0.2
678,5,0,4,20,7458,0.1,0.2
679,5,0,4,20,7469,0.1,0.2
680,5,0,4,20,7480,0.1,0.2
681,5,0,4,20,7491,0.1,0.2
682,5,0,4,20,7502,0.1,0.2
683,5,0,4,20,7513,0.1,0.2
684,5,0,4,20,7524,0.1,0.2
685,5,0,4,20,7535,0.1,0.2
686,5,0,4,20,7546,0.1,0.2
687,5,0,4,20,7557,0.1,0.2
688,5,0,4,20,7568,0.1,0.2
689,5,0,4,20,7579,0.1,0.2
690,5,0,4,20,7590,0.1,0.2
691,5,0,4,20,7601,0.1,0.2
692,5,0,4,20,7612,0.1,0.2
693,5,0,4,20,7623,0.1,0.2
694,5,0,4,20,7634,0.1,0.2
695,5,0,4,20,7645,0.1,0.2
696,5,0,4,20,7656,0.1,0.2
697,5,0,4,20,7667,0.1,0.2
698,4,1,4,20,7678,0.1,0.2
699,4,1,4,20,7689,0.1,0.2
700,4,1,4,20,7700,0.1,0.2
701,4,1,4,20,7711,0.1,0.2
702,4,1,4,20,7722,0.1,0.2
703,4,1,4,20,7733,0.1,0.2
704,4,1,4,20,7744,0.1,0.2
705,4,1,4,20,7755,0.1,0.2
706,4,1,4,20,7766,0.1,0.2
707,4,1,4,20,7777,0.1,0.2
708,4,1,4,20,7788,0.1,0.2
709,4,1,4,20,7799,0.1,0.2
710,4,1,4,20,7810,0.1,0.2
711,4,1,4,20,7821,0.1,0.2
712,4,1,4,20,7832,0.1,0.2
713,4,1,4,20,7843,0.1,0.2
714,4,1,4,20,7854,0.1,0.2
715,4,1,4,20,7865,0.1,0.2
716,4,1,4,20,7876,0.1,0.2
717,4,1,4,20,7887,0.1,0.2
718,4,1,4,20,7898,0.1,0.2
719,4,0,5,20,7909,0.1,0.2
720,4,0,5,20,7920,0.1,0.2
721,4,0,5,20,7931,0.1,0.2
722,4,0,5,20,7942,0.1,0.2
723,4,0,5,20,7953,0.1,0.2
724,4,0,5,20,7964,0.1,0.2
725,4,0,5,20,7975,0.1,0.2
726,4,0,5,20,7986,0.1,0.2
727,4,0,5,20,7997,0.1,0.2
728,4,0,5,20,8008,0.1,0.2
729,4,0,5,20,8019,0.1,0.2
730,4,0,5,20,8030,0.1,0.2
731,4,0,5,20,8041,0.1,0.2
732,4,0,5,20,8052,0.1,0.2
733,4,0,5,20,8063,0.1,0.2
734,4,0,5,20,8074,0.1,0.2
735,4,0,5,20,8085,0.1,0.2
736,4,0,5,20,8096,0.1,0.2
737,4,0,5,20,8107,0.1,0.2
738,4,0,5,20,8118,0.1,0.2
739,4,0,5,20,8129,0.1,0.2
740,4,0,5,20,8140,0.1,0.2
741,4,0,5,20,8151,0.1,0.2
742,4,0,5,20,8162,0.1,0.2
743,4,0,5,20,8173,0.1,0.2
744,4,0,5,20,8184,0.1,0.2
745,4,0,5,20,8195,0.1,0.2
746,4,0,5,20,8206,0.1,0.2
747,4,0,5,20,8217,0.1,0.2
748,4,0,5,20,8228,0.1,0.2
749,4,0,5,20,8239,0.1,0.2
750,4,0,5,20,8250,0.1,0.2
751,4,0,5,20,8261,0.1,0.2
752,4,0,5,20,8272,0.1,0.2
753,4,0,5,20,8283,0.1,0.2
754,4,0,5,20,8294,0.1,0.2
755,4,0,5,20,8305,0.1,0.2
756,4,0,5,20,8316,0.1,0.2
757,4,0,5,20,8327,0.1,0.2
758,4,0,5,20,8338,0.1,0.2
759,4,0,5,20,8349,0.1,0.2
760,4,0,5,20,8360,0.1,0.2
761,4,0,5,20,8371,0.1,0.2
762,4,0,5,20,8382,0.1,0.2
763,4,0,5,20,8393,0.1,0.2
764,4,0,5,20,8404,0.1,0.2
765,4,0,5,20,8415,0.1,0.2
766,4,0,5,20,8426,0.1,0.2
767,4,0,5,20,8437,0.1,0.2
768,4,0,5,20,8448,0.1,0.2
769,4,0,5,20,8459,0.1,0.2
770,4,0,5,20,8470,0.1,0.2
771,4,0,5,20,8481,0.1,0.2
772,4,0,5,20,8492,0.1,0.2
773,4,0,5,20,8503,0.1,0.2
774,4,0,5,20,8514,0.1,0.2
775,4,0,5,20,8525,0.1,0.2
776,4,0,5,20,8536,0.1,0.2
777,4,0,5,20,8547,0.1,0.2
778,4,0,5,20,8558,0.1,0.2
779,4,0,5,20,8569,0.1,0.2
780,4,0,5,20,8580,0.1,0.2
781,4,0,5,20,8591,0.1,0.2
782,4,0,5,20,8602,0.1,0.2
783,4,0,5,20,8613,0.1,0.2
784,4,0,5,20,8624,0.1,0.2
785,4,0,5,20,8635,0.1,0.2
786,4,0,5,20,8646,0.1,0.2
787,4,0,5,20,8657,0.1,0.2
788,4,0,5,20,8668,0.1,0.2
789,4,0,5,20,8679,0.1,0.2
790,4,0,5,20,8690,0.1,0.2
791,4,0,5,20,8701,0.1,0.2
792,4,0,5,20,8712,0.1,0.2
793,4,0,5,20,8723,0.1,0.2
794,4,0,5,20,8734,0.1,0.2
795,4,0,5,20,8745,0.1,0.2
796,4,0,5,20,8756,0.1,0.2
797,4,0,5,20,8767,0.1,0.2
798,4,0,5,20,8778,0.1,0.2
799,4,0,5,20,8789,0.1,0.2
800,4,0,5,20,8800,0.1,0.2
801,4,0,5,20,8811,0.1,0.2
802,4,0,5,20,8822,0.1,0.2
803,4,0,5,20,8833,0.1,0.2
804,4,0,5,20,8844,0.1,0.2
805,4,0,5,20,8855,0.1,0.2
806,4,0,5,20,8866,0.1,0.2
807,4,0,5,20,8877,0.1,0.2
808,4,0,5,20,8888,0.1,0.2
809,4,0,5,20,8899,0.1,0.2
810,4,0,5,20,8910,0.1,0.2
811,4,0,5,20,8921,0.1,0.2
812,4,0,5,20,8932,0.1,0.2
813,4,0,5,20,8943,0.1,0.2
814,4,0,5,20,8954,0.1,0.2
815,4,0,5,20,8965,0.1,0.2
816,4,0,5,20,8976,0.1,0.2
817,4,0,5,20,8987,0.1,0.2
818,4,0,5,20,8998,0.1,0.2
819,4,0,5,20,9009,0.1,0.2
820,4,0,5,20,9020,0.1,0.2
821,4,0,5,20,9031,0.1,0.2
822,4,0,5,20,9042,0.1,0.2
823,4,0,5,20,9053,0.1,0.2
824,4,0,5,20,9064,0.1,0.2
825,4,0,5,20,9075,0.1,0.2
826,4,0,5,20,9086,0.1,0.2
827,4,0,5,20,9097,0.1,0.2
828,4,0,5,20,9108,0.1,0.2
829,4,0,5,20,9119,0.1,0.2
830,4,0,5,20,9130,0.1,0.2
831,4,0,5,20,9141,0.1,0.2
832,4,0,5,20,9152,0.1,0.2
833,4,0,5,20,9163,0.1,0.2
834,4,0,5,20,9174,0.1,0.2
835,4,0,5,20,9185,0.1,0.2
836,4,0,5,20,9196,0.1,0.2
837,4,0,5,20,9207,0.1,0.2
838,4,0,5,20,9218,0.1,0.2
839,4,0,5,20,9229,0.1,0.2
840,4,0,5,20,9240,0.1,0.2
841,4,0,5,20,9251,0.1,0.2
842,4,0,5,20,9262,0.1,0.2
843,4,0,5,20,9273,0.1,0.2
844,4,0,5,20,9284,0.1,0.2
845,4,0,5,20,9295,0.1,0.2
846,4,0,5,20,9306,0.1,0.2
847,4,0,5,20,9317,0.1,0.2
848,4,0,5,20,9328,0.1,0.2
849,4,0,5,20,9339,0.1,0.2
850,4,0,5,20,9350,0.1,0.2
851,3,1,5,20,9361,0.1,0.2
852,3,1,5,20,9372,0.1,0.2
853,3,1,5,20,9383,0.1,0.2
854,3,1,5,20,9394,0.1,0.2
855,3,1,5,20,9405,0.1,0.2
856,3,1,5,20,9416,0.1,0.2
857,3,1,5,20,9427,0.1,0.2
858,3,1,5,20,9438,0.1,0.2
859,3,1,5,20,9449,0.1,0.2
860,3,1,5,20,9460,0.1,0.2
861,3,1,5,20,9471,0.1,0.2
862,3,1,5,20,9482,0.1,0.2
863,3,1,5,20,9493,0.1,0.2
864,3,1,5,20,9504,0.1,0.2
865,3,1,5,20,9515,0.1,0.2
866,3,0,6,20,9526,0.1,0.2
867,3,0,6,20,9537,0.1,0.2
868,3,0,6,20,9548,0.1,0.2
869,3,0,6,20,9559,0.1,0.2
870,3,0,6,20,9570,0.1,0.2
871,3,0,6,20,9581,0.1,0.2
872,3,0,6,20,9592,0.1,0.2
873,3,0,6,20,9603,0.1,0.2
874,3,0,6,20,9614,0.1,0.2
875,3,0,6,20,9625,0.1,0.2
876,3,0,6,20,9636,0.1,0.2
877,3,0,6,20,9647,0.1,0.2
878,3,0,6,20,9658,0.1,0.2
879,3,0,6,20,9669,0.1,0.2
880,3,0,6,20,9680,0.1,0.2
881,3,0,6,20,9691,0.1,0.2
882,3,0,6,20,9702,0.1,0.2
883,3,0,6,20,9713,0.1,0.2
884,3,0,6,20,9724,0.1,0.2
885,3,0,6,20,9735,0.1,0.2
886,3,0,6,20,9746,0.1,0.2
887,2,1,6,20,9757,0.1,0.2
888,2,1,6,20,9768,0.1,0.2
889,2,1,6,20,9779,0.1,0.2
890,2,1,6,20,9790,0.1,0.2
891,2,1,6,20,9801,0.1,0.2
892,2,0,7,20,9812,0.1,0.2
893,2,0,7,20,9823,0.1,0.2
894,2,0,7,20,9834,0.1,0.2
895,2,0,7,20,9845,0.1,0.2
896,2,0,7,20,9856,0.1,0.2
897,2,0,7,20,9867,0.1,0.2
898,2,0,7,20,9878,0.1,0.2
899,2,0,7,20,9889,0.1,0.2
900,2,0,7,20,9900,0.1,0.2
901,2,0,7,20,9911,0.1,0.2
902,2,0,7,20,9922,0.1,0.2
903,2,0,7,20,9933,0.1,0.2
904,2,0,7,20,9944,0.1,0.2
905,2,0,7,20,9955,0.1,0.2
906,2,0,7,20,9966,0.1,0.2
907,2,0,7,20,9977,0.1,0.2
908,2,0,7,20,9988,0.1,0.2
909,2,0,7,20,9999,0.1,0.2
910,2,0,7,20,10010,0.1,0.2
911,2,0,7,20,10021,0.1,0.2
912,2,0,7,20,10032,0.1,0.2
913,2,0,7,20,10043,0.1,0.2
914,2,0,7,20,10054,0.1,0.2
915,2,0,7,20,10065,0.1,0.2
916,2,0,7,20,10076,0.1,0.2
917,2,0,7,20,10087,0.1,0.2
918,2,0,7,20,10098,0.1,0.2
919,2,0,7,20,10109,0.1,0.2
920,2,0,7,20,10120,0.1,0.2
921,2,0,7,20,10131,0.1,0.2
922,2,0,7,20,10142,0.1,0.2
923,2,0,7,20,10153,0.1,0.2
924,2,0,7,20,10164,0.1,0.2
925,2,0,7,20,10175,0.1,0.2
926,2,0,7,20,10186,0.1,0.2
927,2,0,7,20,10197,0.1,0.2
928,2,0,7,20,10208,0.1,0.2
929,2,0,7,20,10219,0.1,0.2
930,2,0,7,20,10230,0.1,0.2
931,2,0,7,20,10241,0.1,0.2
932,2,0,7,20,10252,0.1,0.2
933,2,0,7,20,10263,0.1,0.2
934,2,0,7,20,10274,0.1,0.2
935,2,0,7,20,10285,0.1,0.2
936,2,0,7,20,10296,0.1,0.2
937,2,0,7,20,10307,0.1,0.2
938,2,0,7,20,10318,0.1,0.2
939,2,0,7,20,10329,0.1,0.2
940,2,0,7,20,10340,0.1,0.2
941,2,0,7,20,10351,0.1,0.2
942,2,0,7,20,10362,0.1,0.2
943,2,0,7,20,10373,0.1,0.2
944,2,0,7,20,10384,0.1,0.2
945,2,0,7,20,10395,0.1,0.2
946,2,0,7,20,10406,0.1,0.2
947,2,0,7,20,10417,0.1,0.2
948,2,0,7,20,10428,0.1,0.2
949,2,0,7,20,10439,0.1,0.2
950,2,0,7,20,10450,0.1,0.2
951,2,0,7,20,10461,0.1,0.2
952,2,0,7,20,10472,0.1,0.2
953,2,0,7,20,10483,0.1,0.2
954,2,0,7,20,10494,0.1,0.2
955,2,0,7,20,10505,0.1,0.2
956,2,0,7,20,10516,0.1,0.2
957,2,0,7,20,10527,0.1,0.2
958,2,0,7,20,10538,0.1,0.2
959,2,0,7,20,10549,0.1,0.2
960,2,0,7,20,10560,0.1,0.2
961,2,0,7,20,10571,0.1,0.2
962,2,0,7,20,10582,0.1,0.2
963,2,0,7,20,10593,0.1,0.2
964,2,0,7,20,10604,0.1,0.2
965,2,0,7,20,10615,0.1,0.2
966,2,0,7,20,10626,0.1,0.2
967,2,0,7,20,10637,0.1,0.2
968,2,0,7,20,10648,0.1,0.2
969,2,0,7,20,10659,0.1,0.2
970,2,0,7,20,10670,0.1,0.2
971,2,0,7,20,10681,0.1,0.2
972,2,0,7,20,10692,0.1,0.2
973,2,0,7,20,10703,0.1,0.2
974,2,0,7,20,10714,0.1,0.2
975,2,0,7,20,10725,0.1,0.2
976,2,0,7,20,10736,0.1,0.2
977,2,0,7,20,10747,0.1,0.2
978,2,0,7,20,10758,0.1,0.2
979,2,0,7,20,10769,0.1,0.2
980,2,0,7,20,10780,0.1,0.2
981,2,0,7,20,10791,0.1,0.2
982,2,0,7,20,10802,0.1,0.2
983,2,0,7,20,10813,0.1,0.2
984,2,0,7,20,10824,0.1,0.2
985,2,0,7,20,10835,0.1,0.2
986,2,0,7,20,10846,0.1,0.2
987,2,0,7,20,10857,0.1,0.2
988,2,0,7,20,10868,0.1,0.2
989,2,0,7,20,10879,0.1,0.2
990,2,0,7,20,10890,0.1,0.2
991,2,0,7,20,10901,0.1,0.2
992,2,0,7,20,10912,0.1,0.2
993,2,0,7,20,10923,0.1,0.2
994,2,0,7,20,10934,0.1,0.2
995,2,0,7,20,10945,0.1,0.2
996,2,0,7,20,10956,0.1,0.2
997,2,0,7,20,10967,0.1,0.2
998,2,0,7,20,10978,0.1,0.2
999,2,0,7,20,10989,0.1,0.2
1000,2,0,7,20,11000,0.1,0.2
1001,2,0,7,20,11011,0.1,0.2
1002,2,0,7,20,11022,0.1,0.2
1003,2,0,7,20,11033,0.1,0.2
1004,2,0,7,20,11044,0.1,0.2
1005,1,0,8,20,11055,0.1,0.2
1006,1,0,8,20,11066,0.1,0.2
1007,1,0,8,20,11077,0.1,0.2
1008,1,0,8,20,11088,0.1,0.2
1009,1,0,8,20,11099,0.1,0.2
1010,1,0,8,20,11110,0.1,0.2
1011,1,0,8,20,11121,0.1,0.2
1012,1,0,8,20,11132,0.1,0.2
1013,1,0,8,20,11143,0.1,0.2
1014,1,0,8,20,11154,0.1,0.2
1015,1,0,8,20,11165,0.1,0.2
1016,1,0,8,20,11176,0.1,0.2
1017,1,0,8,20,11187,0.1,0.2
1018,1,0,8,20,11198,0.1,0.2
1019,1,0,8,20,11209,0.1,0.2
1020,1,0,8,20,11220,0.1,0.2
1021,1,0,8,20,11231,0.1,0.2
1022,1,0,8,20,11242,0.1,0.2
1023,1,0,8,20,11253,0.1,0.2
1024,1,0,8,20,11264,0.1,0.2
1025,1,0,8,20,11275,0.1,0.2
1026,1,0,8,20,11286,0.1,0.2
1027,1,0,8,20,11297,0.1,0.2
1028,1,0,8,20,11308,0.1,0.2
1029,1,0,8,20,11319,0.1,0.2
1030,1,0,8,20,11330,0.1,0.2
1031,1,0,8,20,11341,0.1,0.2
1032,1,0,8,20,11352,0.1,0.2
1033,1,0,8,20,11363,0.1,0.2
1034,1,0,8,20,11374,0.1,0.2
1035,1,0,8,20,11385,0.1,0.2
1036,1,0,8,20,11396,0.1,0.2
1037,1,0,8,20,11407,0.1,0.2
1038,1,0,8,20,11418,0.1,0.2
1039,1,0,8,20,11429,0.1,0.2
1040,1,0,8,20,11440,0.1,0.2
1041,1,0,8,20,11451,0.1,0.2
1042,1,0,8,20,11462,0.1,0.2
1043,1,0,8,20,11473,0.1,0.2
1044,1,0,8,20,11484,0.1,0.2
1045,1,0,8,20,11495,0.1,0.2
1046,1,0,8,20,11506,0.1,0.2
1047,1,0,8,20,11517,0.1,0.2
1048,1,0,8,20,11528,0.1,0.2
1049,1,0,8,20,11539,0.1,0.2
1050,1,0,8,20,11550,0.1,0.2
1051,1,0,8,20,11561,0.1,0.2
1052,1,0,8,20,11572,0.1,0.2
1053,1,0,8,20,11583,0.1,0.2
1054,1,0,8,20,11594,0.1,0.2
1055,1,0,8,20,11605,0.1,0.2
1056,1,0,8,20,11616,0.1,0.2
1057,1,0,8,20,11627,0.1,0.2
1058,1,0,8,20,11638,0.1,0.2
1059,1,0,8,20,11649,0.1,0.2
1060,1,0,8,20,11660,0.1,0.2
1061,1,0,8,20,11671,0.1,0.2
1062,1,0,8,20,11682,0.1,0.2
1063,1,0,8,20,11693,0.1,0.2
1064,1,0,8,20,11704,0.1,0.2
1065,1,0,8,20,11715,0.1,0.2
1066,1,0,8,20,11726,0.1,0.2
1067,1,0,8,20,11737,0.1,0.2
1068,1,0,8,20,11748,0.1,0.2
1069,1,0,8,20,11759,0.1,0.2
1070,1,0,8,20,11770,0.1,0.2
1071,1,0,8,20,11781,0.1,0.2
1072,1,0,8,20,11792,0.1,0.2
1073,1,0,8,20,11803,0.1,0.2
1074,1,0,8,20,11814,0.1,0.2
1075,1,0,8,20,11825,0.1,0.2
1076,1,0,8,20,11836,0.1,0.2
1077,1,0,8,20,11847,0.1,0.2
1078,1,0,8,20,11858,0.1,0.2
1079,1,0,8,20,11869,0.1,0.2
1080,1,0,8,20,11880,0.1,0.2
1081,1,0,8,20,11891,0.1,0.2
1082,1,0,8,20,11902,0.1,0.2
1083,1,0,8,20,11913,0.1,0.2
1084,1,0,8,20,11924,0.1,0.2
1085,1,0,8,20,11935,0.1,0.2
1086,1,0,8,20,11946,0.1,0.2
1087,1,0,8,20,11957,0.1,0.2
1088,1,0,8,20,11968,0.1,0.2
1089,1,0,8,20,11979,0.1,0.2
1090,1,0,8,20,11990,0.1,0.2
1091,1,0,8,20,12001,0.1,0.2
1092,1,0,8,20,12012,0.1,0.2
1093,1,0,8,20,12023,0.1,0.2
1094,1,0,8,20,12034,0.1,0.2
1095,1,0,8,20,12045,0.1,0.2
1096,1,0,8,20,12056,0.1,0.2
1097,1,0,8,20,12067,0.1,0.2
1098,1,0,8,20,12078,0.1,0.2
1099,1,0,8,20,12089,0.1,0.2
1100,1,0,8,20,12100,0.1,0.2
1101,1,0,8,20,12111,0.1,0.2
1102,1,0,8,20,12122,0.1,0.2
1103,1,0,8,20,12133,0.1,0.2
1104,1,0,8,20,12144,0.1,0.2
1105,1,0,8,20,12155,0.1,0.2
1106,1,0,8,20,12166,0.1,0.2
1107,1,0,8,20,12177,0.1,0.2
1108,1,0,8,20,12188,0.1,0.2
1109,1,0,8,20,12199,0.1,0.2
1110,1,0,8,20,12210,0.1,0.2
1111,1,0,8,20,12221,0.1,0.2
1112,1,0,8,20,12232,0.1,0.2
1113,1,0,8,20,12243,0.1,0.2
1114,1,0,8,20,12254,0.1,0.2
1115,1,0,8,20,12265,0.1,0.2
1116,1,0,8,20,12276,0.1,0.2
1117,1,0,8,20,12287,0.1,0.2
1118,1,0,8,20,12298,0.1,0.2
1119,1,0,8,20,12309,0.1,0.2
1120,1,0,8,20,12320,0.1,0.2
1121,1,0,8,20,12331,0.1,0.2
1122,1,0,8,20,12342,0.1,0.2
1123,1,0,8,20,12353,0.1,0.2
1124,1,0,8,20,12364,0.1,0.2
1125,1,0,8,20,12375,0.1,0.2
1126,1,0,8,20,12386,0.1,0.2
1127,1,0,8,20,12397,0.1,0.2
1128,1,0,8,20,12408,0.1,0.2
1129,1,0,8,20,12419,0.1,0.2
1130,1,0,8,20,12430,0.1,0.2
1131,1,0,8,20,12441,0.1,0.2
1132,1,0,8,20,12452,0.1,0.2
1133,1,0,8,20,12463,0.1,0.2
1134,1,0,8,20,12474,0.1,0.2
1135,1,0,8,20,12485,0.1,0.2
1136,1,0,8,20,12496,0.1,0.2
1137,1,0,8,20,12507,0.1,0.2
1138,1,0,8,20,12518,0.1,0.2
1139,1,0,8,20,12529,0.1,0.2
1140,1,0,8,20,12540,0.1,0.2
1141,1,0,8,20,12551,0.1,0.2
1142,1,0,8,20,12562,0.1,0.2
1143,1,0,8,20,12573,0.1,0.2
1144,1,0,8,20,12584,0.1,0.2
1145,1,0,8,20,12595,0.1,0.2
1146,1,0,8,20,12606,0.1,0.2
1147,1,0,8,20,12617,0.1,0.2
1148,1,0,8,20,12628,0.1,0.2
1149,1,0,8,20,12639,0.1,0.2
1150,1,0,8,20,12650,0.1,0.2
1151,1,0,8,20,12661,0.1,0.2
1152,1,0,8,20,12672,0.1,0.2
1153,1,0,8,20,12683,0.1,0.2
1154,1,0,8,20,12694,0.1,0.2
1155,1,0,8,20,12705,0.1,0.2
1156,1,0,8,20,12716,0.1,0.2
1157,1,0,8,20,12727,0.1,0.2
1158,1,0,8,20,12738,0.1,0.2
1159,1,0,8,20,12749,0.1,0.2
1160,1,0,8,20,12760,0.1,0.2
1161,1,0,8,20,12771,0.1,0.2
1162,1,0,8,20,12782,0.1,0.2
1163,1,0,8,20,12793,0.1,0.2
1164,1,0,8,20,12804,0.1,0.2
1165,1,0,8,20,12815,0.1,0.2
1166,1,0,8,20,12826,0.1,0.2
1167,1,0,8,20,12837,0.1,0.2
1168,1,0,8,20,12848,0.1,0.2
1169,1,0,8,20,12859,0.1,0.2
1170,1,0,8,20,12870,0.1,0.2
1171,1,0,8,20,12881,0.1,0.2
1172,1,0,8,20,12892,0.1,0.2
1173,1,0,8,20,12903,0.1,0.2
1174,1,0,8,20,12914,0.1,0.2
1175,0,1,8,20,12925,0.1,0.2
1176,0,1,8,20,12936,0.1,0.2
1177,0,0,9,20,12947,0.1,0.2
1178,0,0,9,20,12958,0.1,0.2
1179,0,0,9,20,12969,0.1,0.2
1180,0,0,9,20,12980,0.1,0.2
1181,0,0,9,20,12991,0.1,0.2
1182,0,0,9,20,13002,0.1,0.2
1183,0,0,9,20,13013,0.1,0.2
1184,0,0,9,20,13024,0.1,0.2
1185,0,0,9,20,13035,0.1,0.2
1186,0,0,9,20,13046,0.1,0.2
1187,0,0,9,20,13057,0.1,0.2
1188,0,0,9,20,13068,0.1,0.2
1189,0,0,9,20,13079,0.1,0.2
1190,0,0,9,20,13090,0.1,0.2
1191,0,0,9,20,13101,0.1,0.2
1192,0,0,9,20,13112,0.1,0.2
1193,0,0,9,20,13123,0.1,0.2
1194,0,0,9,20,13134,0.1,0.2
1195,0,0,9,20,13145,0.1,0.2
1196,0,0,9,20,13156,0.1,0.2
1197,0,0,9,20,13167,0.1,0.2
1198,0,0,9,20,13178,0.1,0.2
1199,0,0,9,20,13189,0.1,0.2
1200,0,0,9,20,13200,0.1,0.2
1201,0,0,9,20,13211,0.1,0.2
1202,0,0,9,20,13222,0.1,0.2
1203,0,0,9,20,13233,0.1,0.2
1204,0,0,9,20,13244,0.1,0.2
1205,0,0,9,20,13255,0.1,0.2
1206,0,0,9,20,13266,0.1,0.2
1207,0,0,9,20,13277,0.1,0.2
1208,0,0,9,20,13288,0.1,0.2
1209,0,0,9,20,13299,0.1,0.2
1210,0,0,9,20,13310,0.1,0.2
1211,0,0,9,20,13321,0.1,0.2
1212,0,0,9,20,13332,0.1,0.2
1213,0,0,9,20,13343,0.1,0.2
1214,0,0,9,20,13354,0.1,0.2
1215,0,0,9,20,13365,0.1,0.2
1216,0,0,9,20,13376,0.1,0.2
1217,0,0,9,20,13387,0.1,0.2
1218,0,0,9,20,13398,0.1,0.2
1219,0,0,9,20,13409,0.1,0.2
1220,0,0,9,20,13420,0.1,0.2
1221,0,0,9,20,13431,0.1,0.2
1222,0,0,9,20,13442,0.1,0.2
1223,0,0,9,20,13453,0.1,0.2
1224,0,0,9,20,13464,0.1,0.2
1225,0,0,9,20,13475,0.1,0.2
1226,0,0,9,20,13486,0.1,0.2
1227,0,0,9,20,13497,0.1,0.2
1228,0,0,9,20,13508,0.1,0.2
1229,0,0,9,20,13519,0.1,0.2
1230,0,0,9,20,13530,0.1,0.2
1231,0,0,9,20,13541,0.1,0.2
1232,0,0,9,20,13552,0.1,0.2
1233,0,0,9,20,13563,0.1,0.2
1234,0,0,9,20,13574,0.1,0.2
1235,0,0,9,20,13585,0.1,0.2
1236,0,0,9,20,13596,0.1,0.2
1237,0,0,9,20,13607,0.1,0.2
1238,0,0,9,20,13618,0.1,0.2
1239,0,0,9,20,13629,0.1,0.2
1240,0,0,9,20,13640,0.1,0.2
1241,0,0,9,20,13651,0.1,0.2
1242,0,0,9,20,13662,0.1,0.2
1243,0,0,9,20,13673,0.1,0.2
1244,0,0,9,20,13684,0.1,0.2
1245,0,0,9,20,13695,0.1,0.2
1246,0,0,9,20,13706,0.1,0.2
1247,0,0,9,20,13717,0.1,0.2
1248,0,0,9,20,13728,0.1,0.2
1249,0,0,9,20,13739,0.1,0.2
1250,0,0,9,20,13750,0.1,0.2
1251,0,0,9,20,13761,0.1,0.2
1252,0,0,9,20,13772,0.1,0.2
1253,0,0,9,20,13783,0.1,0.2
1254,0,0,9,20,13794,0.1,0.2
1255,0,0,9,20,13805,0.1,0.2
1256,0,0,9,20,13816,0.1,0.2
1257,0,0,9,20,13827,0.1,0.2
1258,0,0,9,20,13838,0.1,0.2
1259,0,0,9,20,13849,0.1,0.2
1260,0,0,9,20,13860,0.1,0.2
1261,0,0,9,20,13871,0.1,0.2
1262,0,0,9,20,13882,0.1,0.2
1263,0,0,9,20,13893,0.1,0.2
1264,0,0,9,20,13904,0.1,0.2
1265,0,0,9,20,13915,0.1,0.2
1266,0,0,9,20,13926,0.1,0.2
1267,0,0,9,20,13937,0.1,0.2
1268,0,0,9,20,13948,0.1,0.2
1269,0,0,9,20,13959,0.1,0.2
1270,0,0,9,20,13970,0.1,0.2
1271,0,0,9,20,13981,0.1,0.2
1272,0,0,9,20,13992,0.1,0.2
1273,0,0,9,20,14003,0.1,0.2
1274,0,0,9,20,14014,0.1,0.2
1275,0,0,9,20,14025,0.1,0.2
1276,0,0,9,20,14036,0.1,0.2
1277,0,0,9,20,14047,0.1,0.2
1278,0,0,9,20,14058,0.1,0.2
1279,0,0,9,20,14069,0.1,0.2
1280,0,0,9,20,14080,0.1,0.2
1281,0,0,9,20,14091,0.1,0.2
1282,0,0,9,20,14102,0.1,0.2
1283,0,0,9,20,14113,0.1,0.2
1284,0,0,9,20,14124,0.1,0.2
1285,0,0,9,20,14135,0.1,0.2
1286,0,0,9,20,14146,0.1,0.2
1287,0,0,9,20,14157,0.1,0.2
1288,0,0,9,20,14168,0.1,0.2
1289,0,0,9,20,14179,0.1,0.2
1290,0,0,9,20,14190,0.1,0.2
1291,0,0,9,20,14201,0.1,0.2
1292,0,0,9,20,14212,0.1,0.2
